Handle,Product Code,Category,Title,Product Type,Shopify Category (planned),Channel,Format,Flower Type,Color Family,Occasion,Customer Type,Season,Care Level,Vase Life,Stem Length,Bloom Size,Unit Type,Minimum Order Qty,Variant Option 1,Variant Option 2,Variant Count,Provisional Prices (USD),PRICE_STATUS,IMAGE_STATUS,Planned Image,Image Alt,Collections,Tags,Delivery Note,Wholesale Note,Availability Note,Care Instructions,Country of Origin,CONFIRMATION_REQUIRED,APPROVAL_STATUS,Status
woven-arrangement-basket,TNG-SUP-007,supplies,Woven Arrangement Basket,Floral Supply,,both,supply,none,yellow-orange,,florist|event-planner|retail-shopper,year-round,n/a,,,,each,1,Size,,3,Small=22.00; Medium=30.00; Large=42.00,REPLACE_BEFORE_PUBLISHING,REQUIRED,products/woven-arrangement-basket-1200x1500.jpg,"Woven Arrangement Basket — The New Greenhouse, Kingston Jamaica",Yellow and Orange|Bulk Flowers|Florist Essentials|Floral Supplies|Vases and Containers,"channel:retail, channel:wholesale, color:yellow-orange, customer:florist, customer:event-planner, customer:retail-shopper, format:supply, supply:basket, season:year-round, type:floral-supply, price-status:placeholder, image-status:required, content-status:reviewed",Available for store pickup in Kingston. Same-day delivery may be available across Kingston & St. Andrew for orders placed before 2PM.,Case pricing for florists building gift ranges; ask about mixed-size bundles for the season.,Subject to seasonal availability.,Always line the base before adding wet foam to protect the weave; wipe clean and dry fully to avoid mildew.,[CLIENT CONFIRMATION REQUIRED],exact basket dimensions per size|handle height,DRAFT_PENDING_REVIEW,draft
floral-stem-tape,TNG-SUP-008,supplies,Floral Stem Tape,Floral Supply,,both,supply,none,green,,florist|event-planner|retail-shopper,year-round,n/a,,,,each,1 roll,Color,,2,Green=12.00; White=12.00,REPLACE_BEFORE_PUBLISHING,REQUIRED,products/floral-stem-tape-1200x1500.jpg,"Floral Stem Tape — The New Greenhouse, Kingston Jamaica",Green|Bulk Flowers|Florist Essentials|Floral Supplies|Tools and Accessories,"channel:retail, channel:wholesale, color:green, customer:florist, customer:event-planner, customer:retail-shopper, format:supply, supply:tape, season:year-round, type:floral-supply, price-status:placeholder, image-status:required, content-status:reviewed",Available for store pickup in Kingston. Same-day delivery may be available across Kingston & St. Andrew for orders placed before 2PM.,Trade pricing on multi-roll packs for florists; ask about case quantities for wedding season.,Subject to seasonal availability.,"Stretch the tape gently as you wrap to activate the seal; store rolls in a cool, dry place so they stay tacky.",[CLIENT CONFIRMATION REQUIRED],exact tape width and roll length,DRAFT_PENDING_REVIEW,draft
florist-shears-snips,TNG-SUP-009,supplies,Florist Shears & Snips,Floral Supply,,both,supply,none,green,,florist|event-planner|retail-shopper,year-round,n/a,,,,each,1 set,(single),,1,Default=60.00,REPLACE_BEFORE_PUBLISHING,REQUIRED,products/florist-shears-snips-1200x1500.jpg,"Florist Shears & Snips — The New Greenhouse, Kingston Jamaica",Green|Bulk Flowers|Florist Essentials|Floral Supplies|Tools and Accessories,"channel:retail, channel:wholesale, color:green, customer:florist, customer:event-planner, customer:retail-shopper, format:supply, supply:tools, season:year-round, type:floral-supply, price-status:placeholder, image-status:required, content-status:reviewed",Available for store pickup in Kingston. Same-day delivery may be available across Kingston & St. Andrew for orders placed before 2PM.,Trade pricing for florists kitting out a studio or replacing worn tools; ask about multi-set orders.,Subject to seasonal availability.,Wipe blades clean and dry after each use to prevent sap build-up and rust; oil the pivot occasionally to keep the action smooth.,[CLIENT CONFIRMATION REQUIRED],blade length and material grade|whether shears and snips ship together or separately,DRAFT_PENDING_REVIEW,draft
bouquet-presentation-boxes,TNG-SUP-010,supplies,Bouquet Presentation Boxes,Floral Supply,,both,supply,none,white-ivory,,florist|event-planner|retail-shopper,year-round,n/a,,,,each,1 pack (10 boxes),Pack Quantity,,2,10=27.00; 25=48.00,REPLACE_BEFORE_PUBLISHING,REQUIRED,products/bouquet-presentation-boxes-1200x1500.jpg,"Bouquet Presentation Boxes — The New Greenhouse, Kingston Jamaica",White and Ivory|Bulk Flowers|Florist Essentials|Floral Supplies|Wrapping and Packaging,"channel:retail, channel:wholesale, color:white-ivory, customer:florist, customer:event-planner, customer:retail-shopper, format:supply, supply:box, season:year-round, type:floral-supply, price-status:placeholder, image-status:required, content-status:reviewed",Available for store pickup in Kingston. Same-day delivery may be available across Kingston & St. Andrew for orders placed before 2PM.,Bulk pack pricing for florists and corporate gifting programmes; ask about branded or larger volume orders.,Subject to seasonal availability.,Line the base before adding wet foam to keep boxes water-safe; store flat-packed or upright in a dry place.,[CLIENT CONFIRMATION REQUIRED],exact box dimensions|whether boxes ship flat-packed|available colours,DRAFT_PENDING_REVIEW,draft
peace-lily-plant,TNG-PLT-001,plants,Peace Lily Plant,Plant,,both,plant,none,white-ivory|green,sympathy|get-well|corporate,retail-shopper|corporate,year-round,easy,,,,each,1,Pot Size,,3,Small=45.00; Medium=70.00; Large=110.00,REPLACE_BEFORE_PUBLISHING,REQUIRED,products/peace-lily-plant-1200x1500.jpg,"Peace Lily Plant — The New Greenhouse, Kingston Jamaica",White and Ivory|Green|Sympathy and Funeral|Get Well|Corporate Gifting|Bulk Flowers|Plants|Corporate Gifts,"channel:retail, channel:wholesale, color:white-ivory, color:green, occasion:sympathy, occasion:get-well, occasion:corporate, customer:retail-shopper, customer:corporate, format:plant, season:year-round, type:plant, price-status:placeholder, image-status:required, content-status:reviewed",Same-day delivery may be available across Kingston & St. Andrew for orders placed before 2PM.,,Plant size and pot finish are subject to seasonal availability.,"Place in bright, indirect light and keep the soil lightly moist, watering when the top inch feels dry. Drooping leaves mean it is thirsty and recover quickly after watering.",[CLIENT CONFIRMATION REQUIRED],,DRAFT_PENDING_REVIEW,draft
snake-plant-sansevieria,TNG-PLT-002,plants,Snake Plant (Sansevieria),Plant,,both,plant,none,green|yellow-orange,corporate|everyday,retail-shopper|corporate,year-round,easy,,,,each,1,Pot Size,,3,Small=45.00; Medium=70.00; Large=110.00,REPLACE_BEFORE_PUBLISHING,REQUIRED,products/snake-plant-sansevieria-1200x1500.jpg,"Snake Plant (Sansevieria) — The New Greenhouse, Kingston Jamaica",Yellow and Orange|Green|Corporate Gifting|Bulk Flowers|Plants|Corporate Gifts,"channel:retail, channel:wholesale, color:green, color:yellow-orange, occasion:corporate, occasion:everyday, customer:retail-shopper, customer:corporate, format:plant, season:year-round, type:plant, price-status:placeholder, image-status:required, content-status:reviewed",Same-day delivery may be available across Kingston & St. Andrew for orders placed before 2PM.,,Plant height and pot finish are subject to seasonal availability.,"Give bright, indirect light where possible, though it tolerates low light. Water sparingly and let the soil dry out completely between waterings to avoid root rot.",[CLIENT CONFIRMATION REQUIRED],,DRAFT_PENDING_REVIEW,draft
phalaenopsis-orchid-plant,TNG-PLT-003,plants,Phalaenopsis Orchid Plant,Plant,,both,plant,orchid,white-ivory,corporate|congratulations|everyday,retail-shopper|corporate,year-round,moderate,,,,each,1,Presentation,,2,Standard=65.00; Premium Wrap=85.00,REPLACE_BEFORE_PUBLISHING,REQUIRED,products/phalaenopsis-orchid-plant-1200x1500.jpg,"Phalaenopsis Orchid Plant — The New Greenhouse, Kingston Jamaica",Orchids|White and Ivory|Congratulations|Corporate Gifting|Bulk Flowers|Plants|Corporate Gifts,"channel:retail, channel:wholesale, flower:orchid, color:white-ivory, occasion:corporate, occasion:congratulations, occasion:everyday, customer:retail-shopper, customer:corporate, format:plant, season:year-round, type:plant, price-status:placeholder, image-status:required, content-status:reviewed",Same-day delivery may be available across Kingston & St. Andrew for orders placed before 2PM.,,Bloom count and stem number vary by plant and are subject to seasonal availability.,"Keep in bright, indirect light away from direct sun and drafts. Water about once a week, letting excess drain fully so the roots never sit in standing water.",[CLIENT CONFIRMATION REQUIRED],,DRAFT_PENDING_REVIEW,draft
fruit-flower-gift-basket,TNG-PLT-004,plants,Fruit & Flower Gift Basket,Gift Basket,,both,gift-basket,mixed,mixed,get-well|congratulations|corporate|new-baby,retail-shopper|corporate,year-round,n/a,,,,each,1,Size,,2,Classic=85.00; Grand=130.00,REPLACE_BEFORE_PUBLISHING,REQUIRED,products/fruit-flower-gift-basket-1200x1500.jpg,"Fruit & Flower Gift Basket — The New Greenhouse, Kingston Jamaica",Mixed Color|Congratulations|New Baby|Get Well|Corporate Gifting|Bulk Flowers|Gift Baskets|Corporate Gifts,"channel:retail, channel:wholesale, flower:mixed, color:mixed, occasion:get-well, occasion:congratulations, occasion:corporate, occasion:new-baby, customer:retail-shopper, customer:corporate, format:gift-basket, season:year-round, type:gift-basket, price-status:placeholder, image-status:required, content-status:reviewed",Same-day delivery may be available across Kingston & St. Andrew for orders placed before 2PM.,,Exact fruit varieties and flowers are subject to seasonal availability and may be substituted for equivalent quality.,Keep fruit cool and enjoy within a few days of delivery. Trim flower stems and refresh the water to help the blooms last.,[CLIENT CONFIRMATION REQUIRED],exact basket contents,DRAFT_PENDING_REVIEW,draft
belgian-chocolates-add-on,TNG-PLT-005,plants,Belgian Chocolates Add-on,Gift Add-on,,both,addon,none,mixed,everyday,retail-shopper,year-round,n/a,,,,each,1,(single),,1,Default=20.00,REPLACE_BEFORE_PUBLISHING,REQUIRED,products/belgian-chocolates-add-on-1200x1500.jpg,"Belgian Chocolates Add-on — The New Greenhouse, Kingston Jamaica",Mixed Color|Bulk Flowers|Add-ons,"channel:retail, channel:wholesale, color:mixed, occasion:everyday, customer:retail-shopper, format:addon, season:year-round, type:gift-add-on, price-status:placeholder, image-status:required, content-status:reviewed",Included with your flowers. Same-day delivery may be available across Kingston & St. Andrew for orders placed before 2PM.,,Chocolate brand and assortment are subject to availability and may be substituted for an equivalent.,"Store in a cool, dry place away from direct sunlight and enjoy by the best-before date on the box.",[CLIENT CONFIRMATION REQUIRED],,DRAFT_PENDING_REVIEW,draft
plush-teddy-bear-add-on,TNG-PLT-006,plants,Plush Teddy Bear Add-on,Gift Add-on,,both,addon,none,mixed,new-baby|birthday|get-well,retail-shopper,year-round,n/a,,,,each,1,Size,,2,Small=15.00; Large=30.00,REPLACE_BEFORE_PUBLISHING,REQUIRED,products/plush-teddy-bear-add-on-1200x1500.jpg,"Plush Teddy Bear Add-on — The New Greenhouse, Kingston Jamaica",Mixed Color|Birthday|New Baby|Get Well|Bulk Flowers|Add-ons,"channel:retail, channel:wholesale, color:mixed, occasion:new-baby, occasion:birthday, occasion:get-well, customer:retail-shopper, format:addon, season:year-round, type:gift-add-on, price-status:placeholder, image-status:required, content-status:reviewed",Included with your flowers. Same-day delivery may be available across Kingston & St. Andrew for orders placed before 2PM.,,Bear colour and style are subject to availability and may be substituted for an equivalent.,"Surface clean with a soft, damp cloth and allow to air dry. Keep away from open flame.",[CLIENT CONFIRMATION REQUIRED],,DRAFT_PENDING_REVIEW,draft
