handle,name,status,collections,occasion,product_type,tier,price_low,price_high,primary_flowers,secondary_flowers,greenery,palette,arrangement_style,wrap_style,ribbon_style,vessel,size_options,short_description,long_description,seo_title,seo_description,meta_keywords,image_alt,concierge_tags,cross_sell,upsell,delivery_notes,care_instructions,availability_notes,tags,image_prompt
premium-mothers-day-bouquet,Premium Mother's Day Bouquet,existing,seasonal-deluxe|luxury-bouquet,mothers-day,Luxury Bouquet,premium,125,150,Blush roses|pink peonies,Pastel ranunculus|lisianthus|sweet peas,Silver dollar eucalyptus|jasmine vine,blush,Soft romantic garden hand-tied,Premium kraft and ivory tissue,"Champagne-gold and black satin ribbon, blank",Hand-tied bouquet — no vessel,Classic|Grand|Opulent,Blush roses and pastel blooms gathered with love for Mother's Day.,"Blush roses, soft peonies and pastel ranunculus come together in a bouquet as tender and generous as a mother's love. Every gentle petal is chosen to say thank you in the softest, most beautiful way. Hand-tied in ivory tissue and finished with satin ribbon, the Premium Mother's Day Bouquet arrives same-day in Kingston to make her feel as treasured as she truly is.",Premium Mother's Day Bouquet | Luxury Flower Delivery Kingston | The New Greenhouse,"Blush roses, peonies and pastel blooms hand-tied for Mother's Day. A tender premium bouquet with same-day Kingston delivery.","mothers day bouquet Kingston, blush roses Jamaica, mothers day flowers, peony pastel bouquet, luxury mothers day gift, same-day flower delivery","Premium Mother's Day Bouquet — blush roses, peonies and pastel blooms hand-tied in ivory tissue by The New Greenhouse",mothers-day | her | loving | premium-tier | blush | same-day-yes | family | classic,everlasting-love-peony-bouquet|spring-awakening-bouquet|signature-ivory-blush-bouquet,signature-ivory-blush-bouquet,Same-day delivery across Kingston for orders placed before 1pm; presented in a protective bouquet sleeve. Book early for Mother's Day weekend.,"Trim stems on arrival, place in fresh cool water, refresh daily, and keep in a cool spot away from direct sun to open the peonies gently.",Featured around Mother's Day; peonies are seasonal and may substitute with full blush garden roses when unavailable.,experience:deluxe|channel:retail|delivery:same-day|occasion:mothers-day|collection:seasonal|flower:peony|palette:blush|style:hand-tied|format:bouquet|tier:premium|recipient:her,"A finished gift-ready premium hand-tied bouquet of blush roses and pink peonies with pastel ranunculus, lisianthus and sweet peas, hand-arranged with refined density in a soft romantic garden dome, softened by silver dollar eucalyptus and trailing jasmine vine, wrapped in premium kraft and ivory tissue, tied with a plain smooth champagne-gold and black satin ribbon, completely blank — no text. Eye-level straight-on angle. Centred composition with generous negative space and roughly 10% margin. Soft luxury studio lighting, balanced exposure, gentle highlights. Soft warm ivory-to-pale-taupe seamless studio background with a gentle grounding shadow — no black, no hard shadows. Warm, natural, true-to-life, premium editorial grading. Vertical 4:5 crop. Photorealistic high-end florist catalogue quality; botanically accurate; no AI artifacts, no malformed or duplicated petals, no text, no logo, no watermark, no people, no hands."
golden-celebration-bouquet,Golden Celebration Bouquet,existing,luxury-bouquet|signature-collection|best-seller,everyday,Luxury Bouquet,luxury,150,180,Gold and cream roses,White lisianthus|ivory ranunculus,Gilded eucalyptus|ruscus,gold,Full luxe hand-tied dome,Premium kraft and ivory tissue,"Champagne-gold and black satin ribbon, blank",Hand-tied bouquet — no vessel,Classic|Grand|Opulent,Gold and cream roses with gilded accents for life's celebrations.,"Warm gold and cream roses glow together in a bouquet made for raising a glass — a graduation, a promotion, a milestone worth marking in style. Gilded eucalyptus catches the light and lends every celebration a note of quiet grandeur. Hand-tied in ivory tissue and finished with satin ribbon, the Golden Celebration Bouquet arrives same-day in Kingston to turn any achievement into an occasion.",Golden Celebration Bouquet | Luxury Flower Delivery Kingston | The New Greenhouse,"Gold and cream roses with gilded accents, hand-tied for celebrations and milestones. A luxe bouquet with same-day Kingston delivery.","celebration bouquet Kingston, gold rose bouquet Jamaica, congratulations flowers, luxury celebration flowers, milestone bouquet, same-day flower delivery",Golden Celebration Bouquet — gold and cream roses with gilded eucalyptus hand-tied in ivory tissue by The New Greenhouse,everyday | couple | celebratory | luxury-tier | gold | same-day-yes | family | opulent,signature-ivory-blush-bouquet|luxury-mixed-garden-bouquet|golden-anniversary-arrangement,greenhouse-signature-100-roses,Same-day delivery across Kingston for orders placed before 1pm; presented in a protective bouquet sleeve.,"Trim stems on arrival, place in fresh cool water, refresh every two days, and keep away from direct sun and heat to hold the golden tones.","Best-seller, available year-round; gold rose tone may vary subtly with season.",experience:deluxe|channel:retail|delivery:same-day|occasion:everyday|collection:signature|flower:rose|palette:gold|style:hand-tied|format:bouquet|tier:luxury|recipient:couple,"A finished gift-ready premium hand-tied bouquet of gold and cream roses with white lisianthus and ivory ranunculus, hand-arranged with refined density in a full luxe dome, accented by gilded eucalyptus and ruscus, wrapped in premium kraft and ivory tissue, tied with a plain smooth champagne-gold and black satin ribbon, completely blank — no text. Eye-level straight-on angle. Centred composition with generous negative space and roughly 10% margin. Soft luxury studio lighting, balanced exposure, gentle highlights. Soft warm ivory-to-pale-taupe seamless studio background with a gentle grounding shadow — no black, no hard shadows. Warm, natural, true-to-life, premium editorial grading. Vertical 4:5 crop. Photorealistic high-end florist catalogue quality; botanically accurate; no AI artifacts, no malformed or duplicated petals, no text, no logo, no watermark, no people, no hands."
greenhouse-signature-100-roses,The Greenhouse Signature 100 Roses,new,signature-collection|best-seller,romance|everyday,Floral Arrangement,signature,385,450,One hundred red roses,None — pure roses,Concealed foliage base only,jewel,Densely packed statement dome,Presented in vessel — no wrap,"Champagne-gold and black satin ribbon, blank",Oversized round black keepsake box,Grand (100)|Opulent (150),One hundred red roses domed into our ultimate grand gesture.,"One hundred velvet-red roses arranged shoulder to shoulder into a single, breathtaking dome — the grandest declaration in our entire collection. It is love with nothing held back, an unforgettable statement that fills the room the moment it arrives. Set in an oversized black keepsake box and hand-arranged by our senior florists, The Greenhouse Signature 100 Roses is delivered same-day in Kingston for the moments that deserve everything.",The Greenhouse Signature 100 Roses | Luxury Flower Delivery Kingston | The New Greenhouse,One hundred red roses domed in a keepsake box — our grandest signature gesture. The ultimate luxury statement with same-day Kingston delivery.,"100 red roses Kingston, hundred roses box Jamaica, grand romantic gesture, luxury rose statement, signature roses, same-day flower delivery",The Greenhouse Signature 100 Roses — one hundred red roses domed in an oversized black keepsake box by The New Greenhouse,romance | her | grand-gesture | signature-tier | jewel | same-day-yes | partner | opulent,black-gold-orchid-statement|golden-celebration-bouquet|signature-ivory-blush-bouquet,black-gold-orchid-statement,Same-day delivery across Kingston for orders placed before 1pm; hand-delivered upright by our team to protect the dome. Advance notice appreciated for Opulent size.,Roses are set in floral foam within the box — add a little water to the foam every two days and keep out of direct sun and heat.,New signature centrepiece; the 100-rose volume may require a few hours' lead time in peak periods such as Valentine's Day.,experience:deluxe|channel:retail|delivery:same-day|occasion:romance|occasion:everyday|collection:signature|flower:rose|palette:jewel|style:arrangement|format:box|tier:signature|recipient:her,"A finished gift-ready premium arrangement of one hundred deep red roses, hand-arranged with refined density into a single tight rounded statement dome that completely fills an oversized round black keepsake box, no visible foliage on top, box wrapped at the base with a plain smooth champagne-gold and black satin ribbon, completely blank — no text. Eye-level straight-on angle. Centred composition with generous negative space and roughly 10% margin. Soft luxury studio lighting, balanced exposure, gentle highlights. Soft warm ivory-to-pale-taupe seamless studio background with a gentle grounding shadow — no black background, no hard shadows. Warm, natural, true-to-life, premium editorial grading. Vertical 4:5 crop. Photorealistic high-end florist catalogue quality; botanically accurate; no AI artifacts, no malformed or duplicated petals, no text, no logo, no watermark, no people, no hands."
black-gold-orchid-statement,Black & Gold Orchid Statement,new,signature-collection|best-seller,everyday,Floral Arrangement,signature,250,320,White and cream phalaenopsis orchids,Cymbidium orchid stems,Broad tropical leaves|gilded foliage,gold,Sculptural architectural cascading arrangement,Presented in vessel — no wrap,"Champagne-gold and black satin ribbon, blank",Tall black and gold lacquer vessel,Grand|Opulent,Cascading orchids in a black and gold vessel — pure architectural drama.,"Luminous orchids cascade in sculptural arcs from a striking black and gold lacquer vessel, a piece as much design object as bouquet. It is our most architectural statement — modern, opulent and utterly composed, made to command an entrance hall or executive suite. Hand-arranged by our senior florists, the Black & Gold Orchid Statement is delivered same-day in Kingston to make an unforgettable impression.",Black & Gold Orchid Statement | Luxury Flower Delivery Kingston | The New Greenhouse,Cascading orchids in a striking black and gold vessel — our most architectural signature piece. Modern luxury with same-day Kingston delivery.,"orchid statement Kingston, black gold orchids Jamaica, luxury orchid arrangement, modern floral statement, executive flowers, same-day flower delivery",Black & Gold Orchid Statement — cascading white orchids in a tall black and gold lacquer vessel by The New Greenhouse,everyday | him | sophisticated | signature-tier | gold | same-day-yes | couple | modern,white-orchid-elegance|greenhouse-signature-100-roses|luxury-tropical-arrangement,greenhouse-signature-100-roses,Same-day delivery across Kingston for orders placed before 1pm; hand-delivered upright by our team to protect the cascade.,"Keep a little fresh water in the vessel, mist orchid blooms lightly, and display away from direct sun and cold drafts to extend life.","New signature statement; black and gold lacquer vessel is subject to stock, with a comparable designer vessel substituted if needed.",experience:deluxe|channel:retail|delivery:same-day|occasion:everyday|collection:signature|flower:orchid|palette:gold|style:arrangement|format:vase|tier:signature|recipient:him,"A finished gift-ready premium floral arrangement of white and cream phalaenopsis orchids with cymbidium orchid stems, hand-arranged with refined density in a sculptural cascading architectural shape, accented by broad tropical leaves and gilded foliage, set in a tall black and gold lacquer vessel, tied with a plain smooth champagne-gold and black satin ribbon, completely blank — no text. Eye-level straight-on angle. Centred composition with generous negative space and roughly 10% margin. Soft luxury studio lighting, balanced exposure, gentle highlights. Soft warm ivory-to-pale-taupe seamless studio background with a gentle grounding shadow — no black background, no hard shadows. Warm, natural, true-to-life, premium editorial grading. Vertical 4:5 crop. Photorealistic high-end florist catalogue quality; botanically accurate; no AI artifacts, no malformed or duplicated petals, no text, no logo, no watermark, no people, no hands."
autumn-harvest-arrangement,Autumn Harvest Arrangement,new,seasonal-deluxe|luxury-bouquet,seasonal,Floral Arrangement,premium,115,145,Amber and terracotta roses|burgundy dahlias,Rust chrysanthemums|amber ranunculus,Bronze eucalyptus|oak foliage,jewel,Full rounded low-and-lush arrangement,Presented in vessel — no wrap,"Champagne-gold and black satin ribbon, blank",Bronze-glazed ceramic bowl,Classic|Grand|Opulent,Amber roses and burgundy dahlias in a warm autumnal arrangement.,"Amber roses, deep burgundy dahlias and rust chrysanthemums gather into an arrangement as warm and golden as autumn light. Every tone glows with the richness of the harvest season — the perfect centrepiece for a gathered table or a cosy welcome home. Hand-arranged in a bronze-glazed bowl, the Autumn Harvest Arrangement arrives same-day in Kingston to bring the season's warmth indoors.",Autumn Harvest Arrangement | Luxury Flower Delivery Kingston | The New Greenhouse,"Amber roses, burgundy dahlias and rust blooms in a warm autumnal arrangement. A seasonal luxury centrepiece with same-day Kingston delivery.","autumn flowers Kingston, fall arrangement Jamaica, amber roses, burgundy dahlias, seasonal centrepiece, same-day flower delivery",Autumn Harvest Arrangement — amber roses and burgundy dahlias in a bronze-glazed ceramic bowl by The New Greenhouse,seasonal | family | warm | premium-tier | jewel | same-day-yes | family | classic,seasonal-luxe-bouquet|golden-celebration-bouquet|winter-frost-bouquet,golden-anniversary-arrangement,Same-day delivery across Kingston for orders placed before 1pm; hand-delivered in a protective vase box.,"Keep the bowl topped with fresh water, trim stems every two days, and display away from direct sun and heat to hold the deep tones.","New seasonal piece, featured in autumn; dahlia availability is seasonal and warm-toned garden roses may substitute.",experience:deluxe|channel:retail|delivery:same-day|occasion:seasonal|collection:seasonal|flower:mixed|palette:jewel|style:arrangement|format:vase|tier:premium|recipient:family,"A finished gift-ready premium floral arrangement of amber and terracotta roses with burgundy dahlias, rust chrysanthemums and amber ranunculus, hand-arranged with refined density in a full rounded low dome, accented by bronze eucalyptus and oak foliage, set in a bronze-glazed ceramic bowl, tied with a plain smooth champagne-gold and black satin ribbon, completely blank — no text. Eye-level straight-on angle. Centred composition with generous negative space and roughly 10% margin. Soft luxury studio lighting, balanced exposure, gentle highlights. Soft warm ivory-to-pale-taupe seamless studio background with a gentle grounding shadow — no black, no hard shadows. Warm, natural, true-to-life, premium editorial grading. Vertical 4:5 crop. Photorealistic high-end florist catalogue quality; botanically accurate; no AI artifacts, no malformed or duplicated petals, no text, no logo, no watermark, no people, no hands."
winter-frost-bouquet,Winter Frost Bouquet,new,seasonal-deluxe|luxury-bouquet,seasonal,Luxury Bouquet,premium,115,145,White roses|white ranunculus,White anemones|silver brunia,Blue spruce|frosted eucalyptus|dusty miller,white,Elegant hand-tied dome,Premium kraft and ivory tissue,"Champagne-gold and black satin ribbon, blank",Hand-tied bouquet — no vessel,Classic|Grand|Opulent,"White blooms, silver accents and evergreen for a crisp winter elegance.","Crisp white roses and anemones meet silvery brunia and frosted evergreen in a bouquet that captures the serene beauty of a winter morning. Its cool, luminous palette feels both festive and refined — a quiet celebration of the season's stillness. Hand-tied in ivory tissue and finished with satin ribbon, the Winter Frost Bouquet arrives same-day in Kingston to bring elegant seasonal calm to any home.",Winter Frost Bouquet | Luxury Flower Delivery Kingston | The New Greenhouse,"White roses, silver accents and frosted evergreen hand-tied for winter elegance. A serene seasonal bouquet with same-day Kingston delivery.","winter bouquet Kingston, white winter flowers Jamaica, silver evergreen bouquet, festive white flowers, seasonal luxury bouquet, same-day flower delivery",Winter Frost Bouquet — white roses and anemones with silver brunia and evergreen hand-tied in ivory tissue by The New Greenhouse,seasonal | her | serene | premium-tier | white | same-day-yes | family | modern,seasonal-luxe-bouquet|autumn-harvest-arrangement|royal-hydrangea-arrangement,white-orchid-elegance,Same-day delivery across Kingston for orders placed before 1pm; presented in a protective bouquet sleeve.,"Trim stems on arrival, place in fresh cool water, refresh every two days, and keep away from direct sun and heat to protect the white blooms.","New seasonal piece, featured in winter; anemone and brunia availability is seasonal with white ranunculus and silvery foliage substituted as needed.",experience:deluxe|channel:retail|delivery:same-day|occasion:seasonal|collection:seasonal|flower:rose|palette:white|style:hand-tied|format:bouquet|tier:premium|recipient:her,"A finished gift-ready premium hand-tied bouquet of white roses and white ranunculus with white anemones and silver brunia, hand-arranged with refined density in an elegant dome, framed by blue spruce, frosted eucalyptus and dusty miller, wrapped in premium kraft and ivory tissue, tied with a plain smooth champagne-gold and black satin ribbon, completely blank — no text. Eye-level straight-on angle. Centred composition with generous negative space and roughly 10% margin. Soft luxury studio lighting, balanced exposure, gentle highlights. Soft warm ivory-to-pale-taupe seamless studio background with a gentle grounding shadow — no black, no hard shadows. Warm, natural, true-to-life, premium editorial grading. Vertical 4:5 crop. Photorealistic high-end florist catalogue quality; botanically accurate; no AI artifacts, no malformed or duplicated petals, no text, no logo, no watermark, no people, no hands."
spring-awakening-bouquet,Spring Awakening Bouquet,new,seasonal-deluxe|luxury-bouquet,seasonal,Luxury Bouquet,premium,110,140,Pastel tulips|ranunculus,Sweet peas|spray roses|hyacinth,Fresh spring foliage|eucalyptus,blush,Loose airy garden hand-tied,Premium kraft and ivory tissue,"Champagne-gold and black satin ribbon, blank",Hand-tied bouquet — no vessel,Classic|Grand|Opulent,"Pastel tulips and ranunculus in a fresh, airy celebration of spring.","Pastel tulips, ruffled ranunculus and fragrant sweet peas gather into a bouquet that feels like the first warm morning of spring. Light, airy and full of gentle colour, it carries all the optimism of a garden waking up. Hand-tied in ivory tissue and finished with satin ribbon, the Spring Awakening Bouquet arrives same-day in Kingston to bring fresh, joyful softness to any day.",Spring Awakening Bouquet | Luxury Flower Delivery Kingston | The New Greenhouse,"Pastel tulips, ranunculus and sweet peas hand-tied for a fresh spring feel. An airy seasonal bouquet with same-day Kingston delivery.","spring bouquet Kingston, pastel tulips Jamaica, ranunculus bouquet, fresh spring flowers, seasonal luxury bouquet, same-day flower delivery",Spring Awakening Bouquet — pastel tulips and ranunculus with sweet peas hand-tied in ivory tissue by The New Greenhouse,seasonal | her | joyful | premium-tier | blush | same-day-yes | family | classic,seasonal-luxe-bouquet|premium-mothers-day-bouquet|signature-ivory-blush-bouquet,signature-ivory-blush-bouquet,Same-day delivery across Kingston for orders placed before 1pm; presented in a protective bouquet sleeve.,"Trim stems on arrival, place in fresh cool water, refresh every two days; tulips continue to grow toward the light, so turn the bouquet occasionally.","New seasonal piece, featured in spring; tulip and hyacinth availability is seasonal, with pastel ranunculus and spray roses substituted as needed.",experience:deluxe|channel:retail|delivery:same-day|occasion:seasonal|collection:seasonal|flower:mixed|palette:blush|style:hand-tied|format:bouquet|tier:premium|recipient:her,"A finished gift-ready premium hand-tied bouquet of pastel tulips and ranunculus with sweet peas, spray roses and hyacinth, hand-arranged with refined density in a loose airy garden dome, softened by fresh spring foliage and eucalyptus, wrapped in premium kraft and ivory tissue, tied with a plain smooth champagne-gold and black satin ribbon, completely blank — no text. Eye-level straight-on angle. Centred composition with generous negative space and roughly 10% margin. Soft luxury studio lighting, balanced exposure, gentle highlights. Soft warm ivory-to-pale-taupe seamless studio background with a gentle grounding shadow — no black, no hard shadows. Warm, natural, true-to-life, premium editorial grading. Vertical 4:5 crop. Photorealistic high-end florist catalogue quality; botanically accurate; no AI artifacts, no malformed or duplicated petals, no text, no logo, no watermark, no people, no hands."
chocolates-add-on,Belgian Chocolates,new,add-ons,everyday,Gift Add-on,standard,28,28,n/a,n/a,n/a,gold,n/a,Elegant ribboned gift box,"Champagne-gold and black satin ribbon, blank",Signature chocolate gift box,One size,A luxe box of Belgian chocolates to accompany your flowers.,"A beautifully boxed selection of rich Belgian chocolates, chosen to make any bouquet feel even more indulgent. It is the perfect finishing touch — a small, delicious moment of luxury to share. Add it at checkout and we will deliver it alongside your flowers, same-day in Kingston.",Belgian Chocolates | Luxury Flower Delivery Kingston | The New Greenhouse,"Add a luxe box of Belgian chocolates to your flowers at checkout. The perfect indulgent finishing touch, delivered with your bouquet in Kingston.","Belgian chocolates gift, chocolate add-on Kingston, flower gift upgrade Jamaica, luxury chocolates, add chocolates to flowers, same-day delivery",Belgian Chocolates — an elegant ribboned box of Belgian chocolates by The New Greenhouse,everyday | her | indulgent | standard-tier | gold | same-day-yes | partner | classic,teddy-bear-add-on|greeting-card-add-on|balloon-add-on,greeting-card-add-on,Delivered together with your flower order; same-day across Kingston for orders placed before 1pm.,n/a,"Gift add-on — available to add at checkout only, not sold separately; single size.",experience:deluxe|channel:retail|delivery:same-day|occasion:everyday|collection:add-ons|palette:gold|format:box|tier:standard|recipient:her|addon,"A finished gift-ready elegant ribboned box of premium Belgian chocolates, lid slightly ajar to reveal neat rows of glossy assorted chocolates, tied with a plain smooth champagne-gold and black satin ribbon, completely blank — no text. Eye-level straight-on angle. Centred composition with generous negative space and roughly 10% margin. Soft luxury studio lighting, balanced exposure, gentle highlights. Soft warm ivory-to-pale-taupe seamless studio background with a gentle grounding shadow — no black, no hard shadows. Warm, natural, true-to-life, premium editorial grading. Vertical 4:5 crop. Photorealistic high-end catalogue quality; no AI artifacts, no text, no logo, no watermark, no people, no hands. This is a product of chocolates, not flowers."
teddy-bear-add-on,Premium Teddy Bear,new,add-ons,everyday,Gift Add-on,standard,35,35,n/a,n/a,n/a,ivory,n/a,Presented as-is with ribbon,"Champagne-gold and black satin ribbon, blank",n/a,One size,"A soft, premium cream teddy bear to gift alongside your flowers.","A wonderfully soft cream teddy bear, finished with a champagne-gold satin ribbon, ready to become a keepsake long after the flowers have faded. It is the tender touch that makes a gift feel extra thoughtful — for a new baby, a birthday, or simply because. Add it at checkout and we will deliver it with your bouquet, same-day in Kingston.",Premium Teddy Bear | Luxury Flower Delivery Kingston | The New Greenhouse,"Add a soft premium cream teddy bear to your flowers at checkout. A tender keepsake gift delivered with your bouquet, same-day in Kingston.","teddy bear gift Kingston, plush teddy add-on Jamaica, flower gift upgrade, soft toy with flowers, add teddy to bouquet, same-day delivery",Premium Teddy Bear — a soft cream teddy bear with a champagne-gold ribbon by The New Greenhouse,everyday | family | tender | standard-tier | ivory | same-day-yes | family | classic,chocolates-add-on|balloon-add-on|greeting-card-add-on,chocolates-add-on,Delivered together with your flower order; same-day across Kingston for orders placed before 1pm.,n/a,"Gift add-on — available to add at checkout only, not sold separately; single size.",experience:deluxe|channel:retail|delivery:same-day|occasion:everyday|collection:add-ons|palette:ivory|tier:standard|recipient:family|addon,"A finished gift-ready premium soft cream teddy bear, plush and cuddly, sitting upright, finished with a plain smooth champagne-gold and black satin ribbon around its neck, completely blank — no text. Eye-level straight-on angle. Centred composition with generous negative space and roughly 10% margin. Soft luxury studio lighting, balanced exposure, gentle highlights. Soft warm ivory-to-pale-taupe seamless studio background with a gentle grounding shadow — no black, no hard shadows. Warm, natural, true-to-life, premium editorial grading. Vertical 4:5 crop. Photorealistic high-end catalogue quality; no AI artifacts, no text, no logo, no watermark, no people, no hands. This is a product of a plush teddy bear, not flowers."
greeting-card-add-on,Luxury Greeting Card,new,add-ons,everyday,Gift Add-on,standard,8,8,n/a,n/a,n/a,ivory,n/a,Card with matching envelope,No ribbon — blank luxe card,n/a,One size,A blank luxe greeting card for your personal handwritten message.,"A beautifully textured ivory greeting card with a matching envelope, ready for the words only you can write. We will hand-write your message inside and tuck it into your delivery, so your sentiment arrives as elegantly as your flowers. Add it at checkout for that irreplaceable personal touch, delivered same-day in Kingston.",Luxury Greeting Card | Luxury Flower Delivery Kingston | The New Greenhouse,"Add a luxe blank greeting card to your flowers and we will hand-write your message. The perfect personal touch, delivered with your bouquet in Kingston.","greeting card add-on Kingston, gift message card Jamaica, flower card upgrade, personal message flowers, add card to bouquet, same-day delivery",Luxury Greeting Card — a blank ivory greeting card with matching envelope by The New Greenhouse,everyday | her | thoughtful | standard-tier | ivory | same-day-yes | partner | classic,chocolates-add-on|teddy-bear-add-on|balloon-add-on,chocolates-add-on,Delivered together with your flower order; same-day across Kingston for orders placed before 1pm.,n/a,"Gift add-on — available to add at checkout only, not sold separately; single size. Your message is hand-written for you.",experience:deluxe|channel:retail|delivery:same-day|occasion:everyday|collection:add-ons|palette:ivory|tier:standard|recipient:her|addon,"A finished gift-ready luxe blank greeting card with a matching envelope, the card standing slightly open beside the envelope on a subtle diagonal, textured ivory cardstock, completely blank — no text, no printing. Eye-level straight-on angle. Centred composition with generous negative space and roughly 10% margin. Soft luxury studio lighting, balanced exposure, gentle highlights. Soft warm ivory-to-pale-taupe seamless studio background with a gentle grounding shadow — no black, no hard shadows. Warm, natural, true-to-life, premium editorial grading. Vertical 4:5 crop. Photorealistic high-end catalogue quality; no AI artifacts, no text, no logo, no watermark, no people, no hands. This is a product of a blank greeting card and envelope, not flowers."
balloon-add-on,Balloon Bouquet Add-on,new,add-ons,everyday,Gift Add-on,standard,30,30,n/a,n/a,n/a,ivory,n/a,Gathered balloon cluster with ribbon,"Champagne-gold and black satin ribbon, blank",n/a,One size,A tasteful cluster of neutral ivory balloons to lift the celebration.,"A tasteful cluster of neutral ivory and cream balloons, gathered with satin ribbon to add a lift of celebration without overwhelming the elegance of your flowers. It is the effortless way to say congratulations, happy birthday, or simply hooray. Add it at checkout and we will deliver it alongside your bouquet, same-day in Kingston.",Balloon Bouquet Add-on | Luxury Flower Delivery Kingston | The New Greenhouse,Add a tasteful cluster of neutral ivory balloons to your flowers at checkout. An elegant celebratory lift delivered with your bouquet in Kingston.,"balloon add-on Kingston, ivory balloons Jamaica, flower gift upgrade, celebration balloons, add balloons to flowers, same-day delivery",Balloon Bouquet Add-on — a tasteful cluster of neutral ivory balloons with satin ribbon by The New Greenhouse,everyday | family | celebratory | standard-tier | ivory | same-day-yes | family | classic,chocolates-add-on|teddy-bear-add-on|greeting-card-add-on,chocolates-add-on,Delivered together with your flower order; same-day across Kingston for orders placed before 1pm.,n/a,"Gift add-on — available to add at checkout only, not sold separately; single size.",experience:deluxe|channel:retail|delivery:same-day|occasion:everyday|collection:add-ons|palette:ivory|tier:standard|recipient:family|addon,"A finished gift-ready tasteful cluster of neutral ivory and cream balloons, a small elegant bouquet of round balloons gathered and tied together with a plain smooth champagne-gold and black satin ribbon, completely blank — no text, no print. Eye-level straight-on angle. Centred composition with generous negative space and roughly 10% margin. Soft luxury studio lighting, balanced exposure, gentle highlights. Soft warm ivory-to-pale-taupe seamless studio background with a gentle grounding shadow — no black, no hard shadows. Warm, natural, true-to-life, premium editorial grading. Vertical 4:5 crop. Photorealistic high-end catalogue quality; no AI artifacts, no text, no logo, no watermark, no people, no hands. This is a product of ivory balloons, not flowers."
vase-upgrade-add-on,Premium Vase Upgrade,new,add-ons,everyday,Gift Add-on,standard,25,25,n/a,n/a,n/a,white,n/a,Presented as-is,No ribbon — clear glass vessel,Clear premium glass vase,One size,A clear premium glass vase so a hand-tied bouquet is ready to display.,"A clear premium glass vase, so your hand-tied bouquet arrives ready to display the moment it is unwrapped — no scrambling for a vessel. Its clean, timeless form suits every arrangement and every room. Add it at checkout and we will deliver it with your flowers, same-day in Kingston.",Premium Vase Upgrade | Luxury Flower Delivery Kingston | The New Greenhouse,"Add a clear premium glass vase to your bouquet at checkout so it arrives ready to display. Delivered with your flowers, same-day in Kingston.","vase upgrade Kingston, glass vase add-on Jamaica, flower vase upgrade, add vase to bouquet, premium glass vase, same-day delivery",Premium Vase Upgrade — a clear premium glass vase by The New Greenhouse,everyday | her | practical | standard-tier | white | same-day-yes | family | modern,chocolates-add-on|greeting-card-add-on|teddy-bear-add-on,chocolates-add-on,Delivered together with your flower order; same-day across Kingston for orders placed before 1pm.,n/a,"Gift add-on — available to add at checkout only, not sold separately; single size. Recommended for hand-tied bouquets that arrive without a vessel.",experience:deluxe|channel:retail|delivery:same-day|occasion:everyday|collection:add-ons|palette:white|format:vase|tier:standard|recipient:her|addon,"A finished gift-ready clear premium glass vase, empty, a clean timeless cylinder-to-flared form with bright clear glass and gentle highlights, completely blank — no text, no print. Eye-level straight-on angle. Centred composition with generous negative space and roughly 10% margin. Soft luxury studio lighting, balanced exposure, gentle highlights. Soft warm ivory-to-pale-taupe seamless studio background with a gentle grounding shadow — no black, no hard shadows. Warm, natural, true-to-life, premium editorial grading. Vertical 4:5 crop. Photorealistic high-end catalogue quality; no AI artifacts, no text, no logo, no watermark, no people, no hands. This is a product of an empty clear glass vase, not flowers."
